"","ensembl_gene_id","external_gene_name","description","gene_biotype","chromosome_name","start_position"
"12500","ENSG00000170790","OR10A2","olfactory receptor family 10 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8161]","protein_coding","11",6863057
"12501","ENSG00000005175","RPAP3","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]","protein_coding","12",47661249
"12502","ENSG00000149054","ZNF215","zinc finger protein 215 [Source:HGNC Symbol;Acc:HGNC:13007]","protein_coding","11",6926404
"12503","ENSG00000188199","NUTM2B","NUT family member 2B [Source:HGNC Symbol;Acc:HGNC:23445]","protein_coding","10",79703227
"12504","ENSG00000272447","AL135925.1","novel transcript","lncRNA","10",79825902
"12505","ENSG00000257433","AC004241.1","novel transcript, antisense to ENDOU and RAPGEF3","lncRNA","12",47706083
"12506","ENSG00000133661","SFTPD","surfactant protein D [Source:HGNC Symbol;Acc:HGNC:10803]","protein_coding","10",79937467
"12507","ENSG00000273372","SFTPD-AS1","SFTPD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51589]","lncRNA","10",79968213
"12508","ENSG00000230091","TMEM254-AS1","TMEM254 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27340]","lncRNA","10",80046860
"12509","ENSG00000274902","AC004241.2","novel transcript","lncRNA","12",47731908
"12510","ENSG00000133678","TMEM254","transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]","protein_coding","10",80078646
"12511","ENSG00000251364","AC107884.1","novel transcript, antisense to OLFML1","lncRNA","11",7418826
"12512","ENSG00000079337","RAPGEF3","Rap guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:16629]","protein_coding","12",47734363
"12513","ENSG00000183801","OLFML1","olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]","protein_coding","11",7485388
"12514","ENSG00000080824","HSP90AA1","heat shock protein 90 alpha family class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]","protein_coding","14",102080742
"12515","ENSG00000140534","TICRR","TOPBP1 interacting checkpoint and replication regulator [Source:HGNC Symbol;Acc:HGNC:28704]","protein_coding","15",89575469
"12516","ENSG00000122359","ANXA11","annexin A11 [Source:HGNC Symbol;Acc:HGNC:535]","protein_coding","10",80150889
"12517","ENSG00000166387","PPFIBP2","PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]","protein_coding","11",7513298
"12518","ENSG00000140153","WDR20","WD repeat domain 20 [Source:HGNC Symbol;Acc:HGNC:19667]","protein_coding","14",102139503
"12519","ENSG00000166813","KIF7","kinesin family member 7 [Source:HGNC Symbol;Acc:HGNC:30497]","protein_coding","15",89608789
"12520","ENSG00000166819","PLIN1","perilipin 1 [Source:HGNC Symbol;Acc:HGNC:9076]","protein_coding","15",89664367
"12521","ENSG00000080823","MOK","MOK protein kinase [Source:HGNC Symbol;Acc:HGNC:9833]","protein_coding","14",102224500
"12522","ENSG00000166821","PEX11A","peroxisomal biogenesis factor 11 alpha [Source:HGNC Symbol;Acc:HGNC:8852]","protein_coding","15",89677764
"12523","ENSG00000140527","WDR93","WD repeat domain 93 [Source:HGNC Symbol;Acc:HGNC:26924]","protein_coding","15",89690811
"12524","ENSG00000166823","MESP1","mesoderm posterior bHLH transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:29658]","protein_coding","15",89748661
"12525","ENSG00000188095","MESP2","mesoderm posterior bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29659]","protein_coding","15",89760591
"12526","ENSG00000166825","ANPEP","alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]","protein_coding","15",89784895
"12527","ENSG00000211584","SLC48A1","solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]","protein_coding","12",47753916
"12528","ENSG00000061273","HDAC7","histone deacetylase 7 [Source:HGNC Symbol;Acc:HGNC:14067]","protein_coding","12",47782722
"12529","ENSG00000108219","TSPAN14","tetraspanin 14 [Source:HGNC Symbol;Acc:HGNC:23303]","protein_coding","10",80454166
"12530","ENSG00000157823","AP3S2","adaptor related protein complex 3 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:571]","protein_coding","15",89830599
"12531","ENSG00000166394","CYB5R2","cytochrome b5 reductase 2 [Source:HGNC Symbol;Acc:HGNC:24376]","protein_coding","11",7665100
"12532","ENSG00000022976","ZNF839","zinc finger protein 839 [Source:HGNC Symbol;Acc:HGNC:20345]","protein_coding","14",102317377
"12533","ENSG00000226659","AC021028.1","novel transcript","lncRNA","10",80529597
"12534","ENSG00000178217","SH2D4B","SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440]","protein_coding","10",80537902
"12535","ENSG00000242498","ARPIN","actin related protein 2/3 complex inhibitor [Source:HGNC Symbol;Acc:HGNC:28782]","protein_coding","15",89895006
"12536","ENSG00000100865","CINP","cyclin dependent kinase 2 interacting protein [Source:HGNC Symbol;Acc:HGNC:23789]","protein_coding","14",102341102
"12537","ENSG00000140548","ZNF710","zinc finger protein 710 [Source:HGNC Symbol;Acc:HGNC:25352]","protein_coding","15",90001324
"12538","ENSG00000259291","ZNF710-AS1","ZNF710 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53141]","lncRNA","15",90074512
"12539","ENSG00000196663","TECPR2","tectonin beta-propeller repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:19957]","protein_coding","14",102362941
"12540","ENSG00000182054","IDH2","isocitrate dehydrogenase (NADP(+)) 2 [Source:HGNC Symbol;Acc:HGNC:5383]","protein_coding","15",90083045
"12541","ENSG00000175390","EIF3F","eukaryotic translation initiation factor 3 subunit F [Source:HGNC Symbol;Acc:HGNC:3275]","protein_coding","11",7970251
"12542","ENSG00000185033","SEMA4B","semaphorin 4B [Source:HGNC Symbol;Acc:HGNC:10730]","protein_coding","15",90160604
"12543","ENSG00000156381","ANKRD9","ankyrin repeat domain 9 [Source:HGNC Symbol;Acc:HGNC:20096]","protein_coding","14",102501767
"12544","ENSG00000259230","LINC02323","long intergenic non-protein coding RNA 2323 [Source:HGNC Symbol;Acc:HGNC:53242]","lncRNA","14",102545254
"12545","ENSG00000271933","AL603756.1","novel transcript, antisense to GHITM","lncRNA","10",84138420
"12546","ENSG00000165678","GHITM","growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]","protein_coding","10",84139509
"12547","ENSG00000089902","RCOR1","REST corepressor 1 [Source:HGNC Symbol;Acc:HGNC:17441]","protein_coding","14",102592649
"12548","ENSG00000131323","TRAF3","TNF receptor associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]","protein_coding","14",102777449
"12549","ENSG00000148600","CDHR1","cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]","protein_coding","10",84194537
"12550","ENSG00000185043","CIB1","calcium and integrin binding 1 [Source:HGNC Symbol;Acc:HGNC:16920]","protein_coding","15",90229975
"12551","ENSG00000166126","AMN","amnion associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:14604]","protein_coding","14",102922663
"12552","ENSG00000166405","RIC3","RIC3 acetylcholine receptor chaperone [Source:HGNC Symbol;Acc:HGNC:30338]","protein_coding","11",8106056
"12553","ENSG00000183208","GDPGP1","GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]","protein_coding","15",90233808
"12554","ENSG00000198752","CDC42BPB","CDC42 binding protein kinase beta [Source:HGNC Symbol;Acc:HGNC:1738]","protein_coding","14",102932380
"12555","ENSG00000268069","AC004466.1","novel transcript, antisense to HDAC7","lncRNA","12",47784923
"12556","ENSG00000111424","VDR","vitamin D receptor [Source:HGNC Symbol;Acc:HGNC:12679]","protein_coding","12",47841537
"12557","ENSG00000182768","NGRN","neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]","protein_coding","15",90265659
"12558","ENSG00000275345","AC091167.5","novel transcript","lncRNA","15",90281858
"12559","ENSG00000196391","ZNF774","zinc finger protein 774 [Source:HGNC Symbol;Acc:HGNC:33108]","protein_coding","15",90352284
"12560","ENSG00000140575","IQGAP1","IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]","protein_coding","15",90388242
"12561","ENSG00000205436","EXOC3L4","exocyst complex component 3 like 4 [Source:HGNC Symbol;Acc:HGNC:20120]","protein_coding","14",103100144
"12562","ENSG00000205537","AC121338.1","novel transcript, antisense to VDR","lncRNA","12",47882649
"12563","ENSG00000130413","STK33","serine/threonine kinase 33 [Source:HGNC Symbol;Acc:HGNC:14568]","protein_coding","11",8391868
"12564","ENSG00000134291","TMEM106C","transmembrane protein 106C [Source:HGNC Symbol;Acc:HGNC:28775]","protein_coding","12",47963569
"12565","ENSG00000259717","LINC00677","long intergenic non-protein coding RNA 677 [Source:HGNC Symbol;Acc:HGNC:20121]","lncRNA","14",103120847
"12566","ENSG00000185215","TNFAIP2","TNF alpha induced protein 2 [Source:HGNC Symbol;Acc:HGNC:11895]","protein_coding","14",103121476
"12567","ENSG00000107771","CCSER2","coiled-coil serine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:29197]","protein_coding","10",84328586
"12568","ENSG00000259775","AL138976.2","novel transcript, antisense to EIF5","lncRNA","14",103331674
"12569","ENSG00000100664","EIF5","eukaryotic translation initiation factor 5 [Source:HGNC Symbol;Acc:HGNC:3299]","protein_coding","14",103333544
"12570","ENSG00000140577","CRTC3","CREB regulated transcription coactivator 3 [Source:HGNC Symbol;Acc:HGNC:26148]","protein_coding","15",90529923
"12571","ENSG00000062650","WAPL","WAPL cohesin release factor [Source:HGNC Symbol;Acc:HGNC:23293]","protein_coding","10",86435256
"12572","ENSG00000166436","TRIM66","tripartite motif containing 66 [Source:HGNC Symbol;Acc:HGNC:29005]","protein_coding","11",8612037
"12573","ENSG00000075413","MARK3","microtubule affinity regulating kinase 3 [Source:HGNC Symbol;Acc:HGNC:6897]","protein_coding","14",103385377
"12574","ENSG00000259736","CRTC3-AS1","CRTC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51433]","lncRNA","15",90620007
"12575","ENSG00000278370","AC021422.1","novel transcript","lncRNA","15",90650631
"12576","ENSG00000166441","RPL27A","ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329]","protein_coding","11",8682788
"12577","ENSG00000197299","BLM","BLM RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:1058]","protein_coding","15",90717346
"12578","ENSG00000227896","AL731569.1","novel transcript","lncRNA","10",86521945
"12579","ENSG00000276814","AC004801.6","novel transcript","lncRNA","12",48039784
"12580","ENSG00000079387","SENP1","SUMO specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:17927]","protein_coding","12",48042897
"12581","ENSG00000166165","CKB","creatine kinase B [Source:HGNC Symbol;Acc:HGNC:1991]","protein_coding","14",103519667
"12582","ENSG00000260285","AL133367.1","novel transcript, antisense to TRMT61A","lncRNA","14",103525010
"12583","ENSG00000166166","TRMT61A","tRNA methyltransferase 61A [Source:HGNC Symbol;Acc:HGNC:23790]","protein_coding","14",103529196
"12584","ENSG00000272631","AC067750.1","novel transcript, antisense to BMPR1A","lncRNA","10",86749754
"12585","ENSG00000107779","BMPR1A","bone morphogenetic protein receptor type 1A [Source:HGNC Symbol;Acc:HGNC:1076]","protein_coding","10",86756601
"12586","ENSG00000166170","BAG5","BAG cochaperone 5 [Source:HGNC Symbol;Acc:HGNC:941]","protein_coding","14",103556544
"12587","ENSG00000126214","KLC1","kinesin light chain 1 [Source:HGNC Symbol;Acc:HGNC:6387]","protein_coding","14",103561896
"12588","ENSG00000152556","PFKM","phosphofructokinase, muscle [Source:HGNC Symbol;Acc:HGNC:8877]","protein_coding","12",48105139
"12589","ENSG00000140564","FURIN","furin, paired basic amino acid cleaving enzyme [Source:HGNC Symbol;Acc:HGNC:8568]","protein_coding","15",90868588
"12590","ENSG00000173267","SNCG","synuclein gamma [Source:HGNC Symbol;Acc:HGNC:11141]","protein_coding","10",86958599
"12591","ENSG00000273413","AL136982.7","novel transcript, antisense to ADIRF","lncRNA","10",86970237
"12592","ENSG00000182511","FES","FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]","protein_coding","15",90883695
"12593","ENSG00000148672","GLUD1","glutamate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4335]","protein_coding","10",87050202
"12594","ENSG00000122376","SHLD2","shieldin complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28773]","protein_coding","10",87094161
"12595","ENSG00000223482","NUTM2A-AS1","NUTM2A antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:45161]","lncRNA","10",87201647
"12596","ENSG00000107789","MINPP1","multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]","protein_coding","10",87504875
"12597","ENSG00000196547","MAN2A2","mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]","protein_coding","15",90902218
"12598","ENSG00000198682","PAPSS2","3'-phosphoadenosine 5'-phosphosulfate synthase 2 [Source:HGNC Symbol;Acc:HGNC:8604]","protein_coding","10",87659613
"12599","ENSG00000138138","ATAD1","ATPase family AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]","protein_coding","10",87751512
"12600","ENSG00000227268","KLLN","killin, p53 regulated DNA replication inhibitor [Source:HGNC Symbol;Acc:HGNC:37212]","protein_coding","10",87859158
"12601","ENSG00000171862","PTEN","phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]","protein_coding","10",87863625
"12602","ENSG00000184508","HDDC3","HD domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30522]","protein_coding","15",90929968
"12603","ENSG00000184719","RNLS","renalase, FAD dependent amine oxidase [Source:HGNC Symbol;Acc:HGNC:25641]","protein_coding","10",88273864
"12604","ENSG00000140553","UNC45A","unc-45 myosin chaperone A [Source:HGNC Symbol;Acc:HGNC:30594]","protein_coding","15",90930180
"12605","ENSG00000204020","LIPN","lipase family member N [Source:HGNC Symbol;Acc:HGNC:23452]","protein_coding","10",88759982
"12606","ENSG00000152766","ANKRD22","ankyrin repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:28321]","protein_coding","10",88819896
"12607","ENSG00000138134","STAMBPL1","STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]","protein_coding","10",88879734
"12608","ENSG00000166965","RCCD1","RCC1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30457]","protein_coding","15",90954870
"12609","ENSG00000177981","ASB8","ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]","protein_coding","12",48147789
"12610","ENSG00000166452","AKIP1","A-kinase interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:1170]","protein_coding","11",8911139
"12611","ENSG00000107796","ACTA2","actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]","protein_coding","10",88935074
"12612","ENSG00000198901","PRC1","protein regulator of cytokinesis 1 [Source:HGNC Symbol;Acc:HGNC:9341]","protein_coding","15",90966040
"12613","ENSG00000026103","FAS","Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]","protein_coding","10",88990531
"12614","ENSG00000177875","CCDC184","coiled-coil domain containing 184 [Source:HGNC Symbol;Acc:HGNC:33749]","protein_coding","12",48183644
"12615","ENSG00000269514","AC024257.3","novel transcript, antisense to OR10AD1","lncRNA","12",48198357
"12616","ENSG00000275228","AC024257.5","novel transcript","lncRNA","12",48327942
"12617","ENSG00000167528","ZNF641","zinc finger protein 641 [Source:HGNC Symbol;Acc:HGNC:31834]","protein_coding","12",48337180
"12618","ENSG00000284946","AC068831.6","novel protein","protein_coding","15",90966190
"12619","ENSG00000258725","PRC1-AS1","PRC1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:48587]","lncRNA","15",90966340
"12620","ENSG00000184056","VPS33B","VPS33B late endosome and lysosome associated [Source:HGNC Symbol;Acc:HGNC:12712]","protein_coding","15",90998673
"12621","ENSG00000175348","TMEM9B","TMEM9 domain family member B [Source:HGNC Symbol;Acc:HGNC:1168]","protein_coding","11",8947202
"12622","ENSG00000139620","KANSL2","KAT8 regulatory NSL complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:26024]","protein_coding","12",48653211
"12623","ENSG00000246451","AL049840.2","novel transcript, antisense to KLC1","lncRNA","14",103682362
"12624","ENSG00000254860","TMEM9B-AS1","TMEM9B antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:19230]","lncRNA","11",8964510
"12625","ENSG00000126215","XRCC3","X-ray repair cross complementing 3 [Source:HGNC Symbol;Acc:HGNC:12830]","protein_coding","14",103697609
"12626","ENSG00000175352","NRIP3","nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]","protein_coding","11",8980576
"12627","ENSG00000129315","CCNT1","cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]","protein_coding","12",48688458
"12628","ENSG00000175356","SCUBE2","signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]","protein_coding","11",9019476
"12629","ENSG00000258542","AC068831.1","chromosome 14 open reading frame 156 (C14orf156) pseudogene","transcribed_processed_pseudogene","15",91029888
"12630","ENSG00000174233","ADCY6","adenylate cyclase 6 [Source:HGNC Symbol;Acc:HGNC:237]","protein_coding","12",48766194
"12631","ENSG00000100711","ZFYVE21","zinc finger FYVE-type containing 21 [Source:HGNC Symbol;Acc:HGNC:20760]","protein_coding","14",103715730
"12632","ENSG00000176463","SLCO3A1","solute carrier organic anion transporter family member 3A1 [Source:HGNC Symbol;Acc:HGNC:10952]","protein_coding","15",91853708
"12633","ENSG00000138135","CH25H","cholesterol 25-hydroxylase [Source:HGNC Symbol;Acc:HGNC:1907]","protein_coding","10",89205629
"12634","ENSG00000088808","PPP1R13B","protein phosphatase 1 regulatory subunit 13B [Source:HGNC Symbol;Acc:HGNC:14950]","protein_coding","14",103733195
"12635","ENSG00000107798","LIPA","lipase A, lysosomal acid type [Source:HGNC Symbol;Acc:HGNC:6617]","protein_coding","10",89213569
"12636","ENSG00000167535","CACNB3","calcium voltage-gated channel auxiliary subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1403]","protein_coding","12",48813794
"12637","ENSG00000260661","AC116903.2","novel transcript, antisense to SLCO3A1","lncRNA","15",92148752
"12638","ENSG00000184014","DENND5A","DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]","protein_coding","11",9138825
"12639","ENSG00000119922","IFIT2","interferon induced protein with tetratricopeptide repeats 2 [Source:HGNC Symbol;Acc:HGNC:5409]","protein_coding","10",89283694
"12640","ENSG00000119917","IFIT3","interferon induced protein with tetratricopeptide repeats 3 [Source:HGNC Symbol;Acc:HGNC:5411]","protein_coding","10",89327997
